,CPI,Wages,CPI_YoY,Wage_YoY,Real_Wage_Growth
2006-03-31,199.7,20.05,,,
2006-04-30,200.7,20.15,,,
2006-05-31,201.3,20.13,,,
2006-06-30,201.8,20.23,,,
2006-07-31,202.9,20.29,,,
2006-08-31,203.8,20.32,,,
2006-09-30,202.8,20.4,,,
2006-10-31,201.9,20.42,,,
2006-11-30,202.0,20.49,,,
2006-12-31,203.1,20.58,,,
2007-01-31,203.437,20.59,,,
2007-02-28,204.226,20.68,,,
2007-03-31,205.288,20.73,2.798197295943927,3.3915211970074743,0.5933239010635472
2007-04-30,205.904,20.77,2.5929247633283525,3.076923076923088,0.48399831359473566
2007-05-31,206.755,20.84,2.709885742672613,3.5270740188773075,0.8171882762046945
2007-06-30,207.234,20.95,2.692765113974227,3.5590706870983535,0.8663055731241265
2007-07-31,207.603,20.94,2.3178905864958077,3.2035485460818247,0.885657959586017
2007-08-31,207.667,21.0,1.897448478900876,3.34645669291338,1.4490082140125038
2007-09-30,208.547,21.04,2.8338264299802685,3.1372549019607954,0.3034284719805269
2007-10-31,209.19,21.07,3.610698365527476,3.18315377081293,-0.4275445947145462
2007-11-30,210.834,21.12,4.373267326732666,3.0746705710102518,-1.2985967557224143
2007-12-31,211.445,21.16,4.108813392417532,2.818270165208947,-1.2905432272085848
2008-01-31,212.174,21.19,4.294695655165981,2.9140359397765936,-1.3806597153893874
2008-02-29,212.687,21.27,4.142959270611968,2.852998065764023,-1.2899612048479447
2008-03-31,213.448,21.35,3.9749035501344343,2.9908345393150126,-0.9840690108194217
2008-04-30,213.942,21.38,3.9037609759888126,2.9369282619162274,-0.9668327140725852
2008-05-31,215.208,21.47,4.088413823123993,3.023032629558542,-1.0653811935654511
2008-06-30,217.463,21.52,4.935966105947864,2.7207637231503545,-2.21520238279751
2008-07-31,219.016,21.61,5.497512078341837,3.1996179560649374,-2.2978941222769
2008-08-31,218.69,21.7,5.308017162091239,3.3333333333333215,-1.9746838287579171
2008-09-30,218.877,21.73,4.953319875136075,3.279467680608361,-1.673852194527714
2008-10-31,216.995,21.76,3.7310578899565128,3.2747982914095974,-0.45625959854691533
2008-11-30,213.153,21.86,1.0999174706166848,3.5037878787878673,2.4038704081711826
2008-12-31,211.398,21.94,-0.02222800255385904,3.6862003780718355,3.7084283806256946
2009-01-31,211.933,21.96,-0.11358601902212717,3.6337895233600648,3.747375542382192
2009-02-28,212.705,21.98,0.008463140671510772,3.338034790785138,3.3295716501136274
2009-03-31,212.495,22.05,-0.4464787676623838,3.2786885245901676,3.7251672922525514
2009-04-30,212.709,22.1,-0.5763244243767063,3.3676333021515514,3.9439577265282577
2009-05-31,213.022,22.12,-1.015761495855172,3.0274802049371274,4.043241700792299
2009-06-30,214.79,22.14,-1.2291746182109153,2.8810408921933206,4.110215510404236
2009-07-31,214.726,22.18,-1.9587610037622771,2.6376677464136966,4.596428750175974
2009-08-31,215.445,22.23,-1.4838355663267633,2.4423963133640703,3.9262318796908335
2009-09-30,215.861,22.27,-1.377942862886472,2.4850437183617125,3.8629865812481845
2009-10-31,216.509,22.31,-0.22396829420033848,2.527573529411753,2.7515418236120914
2009-11-30,217.234,22.33,1.9145871744709275,2.150045745654161,0.23545857118323354
2009-12-31,217.347,22.37,2.8141231232083674,1.9598906107566094,-0.854232512451758
2010-01-31,217.488,22.41,2.6211113889767157,2.049180327868849,-0.5719310611078665
2010-02-28,217.281,22.46,2.151336357866529,2.1838034576888044,0.03246709982227536
2010-03-31,217.353,22.46,2.2861714393279886,1.8594104308389925,-0.4267610084889961
2010-04-30,217.403,22.49,2.2067707525304403,1.764705882352935,-0.4420648701775054
2010-05-31,217.29,22.51,2.003548929218568,1.7631103074141175,-0.24043862180445075
2010-06-30,217.199,22.53,1.1215605940686268,1.7615176151761558,0.639957021107529
2010-07-31,217.605,22.59,1.3407784804821077,1.8485121731289356,0.5077336926468279
2010-08-31,217.923,22.62,1.1501775395112546,1.7543859649122862,0.6042084254010316
2010-09-30,218.275,22.67,1.1183122472331775,1.7961383026493083,0.6778260554161308
2010-10-31,219.035,22.74,1.1666951489314625,1.92738682205289,0.7606916731214275
2010-11-30,219.59,22.73,1.084544776600338,1.7913121361397222,0.7067673595393842
2010-12-31,220.472,22.76,1.437793022217937,1.7434063477872241,0.3056133255692872
2011-01-31,221.187,22.87,1.7007834915029774,2.052655064703268,0.35187157320029083
2011-02-28,221.898,22.87,2.124898173333145,1.825467497773814,-0.2994306755593312
2011-03-31,223.046,22.87,2.619241510354109,1.825467497773814,-0.793774012580295
2011-04-30,224.093,22.91,3.0772344447868694,1.8674966651845315,-1.2097377796023379
2011-05-31,224.806,22.97,3.4589718808964998,2.043536206130603,-1.415435674765897
2011-06-30,224.806,23.01,3.5023181506360412,2.130492676431417,-1.3718254742046243
2011-07-31,225.395,23.11,3.5798809769996165,2.301903497122626,-1.2779774798769905
2011-08-31,226.106,23.07,3.75499603070808,1.9893899204243892,-1.7656061102836906
2011-09-30,226.597,23.11,3.812621692818685,1.9408910454344896,-1.8717306473841955
2011-10-31,226.75,23.18,3.5222681306640524,1.9349164467898028,-1.5873516838742496
2011-11-30,227.169,23.19,3.451432214581729,2.0237571491421136,-1.4276750654396153
2011-12-31,227.223,23.22,3.062066838419386,2.0210896309314386,-1.0409772074879475
2012-01-31,227.842,23.26,3.0087663379855023,1.7052907739396606,-1.3034755640458418
2012-02-29,228.329,23.28,2.8981784423473878,1.7927415828596471,-1.1054368594877406
2012-03-31,228.807,23.36,2.5828752813320977,2.1425448185395712,-0.4403304627925264
2012-04-30,229.187,23.38,2.2731633741348567,2.0515058926233065,-0.22165748151155018
2012-05-31,228.713,23.41,1.7379429374660749,1.9155420113191157,0.17759907385304086
2012-06-30,228.524,23.46,1.653870448297634,1.9556714471968606,0.3018009988992265
2012-07-31,228.59,23.49,1.4175114798464783,1.6443098225876307,0.2267983427411524
2012-08-31,229.918,23.49,1.6859349154821235,1.820546163849146,0.13461124836702254
2012-09-30,231.015,23.57,1.9497168982819613,1.9904803115534442,0.04076341327148292
2012-10-31,231.638,23.56,2.1556780595369363,1.6393442622950838,-0.5163337972418525
2012-11-30,231.249,23.63,1.7960197033926262,1.8973695558430315,0.10134985245040529
2012-12-31,231.221,23.72,1.7595049796895523,2.1533161068044704,0.39381112711491806
2013-01-31,231.679,23.75,1.684061762098299,2.1066208082545,0.4225590461562012
2013-02-28,232.937,23.77,2.0181404902574807,2.1048109965635664,0.08667050630608575
2013-03-31,232.282,23.8,1.5187472411246183,1.8835616438356295,0.3648144027110112
2013-04-30,231.797,23.87,1.138808047576867,2.095808383233533,0.9570003356566659
2013-05-31,231.893,23.89,1.3903888279197085,2.0504058094831246,0.660016981563416
2013-06-30,232.445,23.96,1.7157935271568725,2.1312872975277175,0.415493770370845
2013-07-31,232.9,23.98,1.885471805415806,2.0859940400170363,0.2005222346012303
2013-08-31,233.456,24.02,1.538809488600279,2.25627926777352,0.717469779173241
2013-09-30,233.544,24.06,1.0947341081747997,2.078913873568089,0.9841797653932893
2013-10-31,233.669,24.09,0.8767991434911471,2.24957555178269,1.3727764082915428
2013-11-30,234.1,24.16,1.2328701961954458,2.2429115531104493,1.0100413569150035
2013-12-31,234.719,24.18,1.5128383667573297,1.9392917369308593,0.4264533701735296
2014-01-31,235.288,24.23,1.557758795574915,2.0210526315789457,0.4632938360040306
2014-02-28,235.547,24.33,1.1204746347724948,2.3559108119478367,1.235436177175342
2014-03-31,236.028,24.31,1.6126949139408042,2.1428571428571352,0.530162228916331
2014-04-30,236.468,24.34,2.015125303606169,1.9689987431922962,-0.04612656041387275
2014-05-31,236.918,24.4,2.166947687079812,2.13478442863122,-0.032163258448592025
2014-06-30,237.231,24.46,2.0589816945944195,2.086811352253748,0.027829657659328433
2014-07-31,237.498,24.48,1.9742378703305974,2.0850708924103456,0.11083302207974821
2014-08-31,237.46,24.54,1.7150983482969062,2.164862614487917,0.4497642661910106
2014-09-30,237.477,24.55,1.6840509711232077,2.0365752285951944,0.3525242574719867
2014-10-31,237.43,24.58,1.6095417021513292,2.0340390203403835,0.42449731818905434
2014-11-30,236.983,24.66,1.231524989320798,2.0695364238410674,0.8380114345202694
2014-12-31,236.252,24.63,0.6531213919623191,1.8610421836228186,1.2079207916604995
2015-01-31,234.747,24.75,-0.22993097820542818,2.146099876186547,2.376030854391975
2015-02-28,235.342,24.8,-0.08703146293520536,1.931771475544597,2.0188029384798023
2015-03-31,235.976,24.85,-0.022031284423873476,2.221308103661057,2.2433393880849306
2015-04-30,236.222,24.89,-0.10403098939391064,2.259654889071494,2.3636858784654047
2015-05-31,237.001,24.97,0.03503321824429584,2.336065573770485,2.301032355526189
2015-06-30,237.657,24.97,0.1795718097550525,2.085036794766948,1.9054649850118954
2015-07-31,238.034,25.01,0.22568611104094582,2.1650326797385766,1.9393465686976308
2015-08-31,238.033,25.09,0.2413037985344868,2.241238793806044,1.9999349952715573
2015-09-30,237.498,25.11,0.008842961634170088,2.281059063136448,2.272216101502278
2015-10-31,237.733,25.2,0.12761656067050708,2.522375915378361,2.394759354707854
2015-11-30,238.017,25.25,0.4363182169185187,2.3925385239253805,1.9562203070068618
2015-12-31,237.761,25.25,0.6387247515364791,2.517255379618355,1.8785306280818759
2016-01-31,237.652,25.37,1.2375025026943876,2.505050505050499,1.2675480023561114
2016-02-29,237.336,25.38,0.8472775790126619,2.338709677419337,1.4914320984066753
2016-03-31,238.08,25.45,0.8916160965521946,2.4144869215291687,1.522870824976974
2016-04-30,238.992,25.53,1.1726257503534843,2.5713137806347985,1.3986880302813143
2016-05-31,239.557,25.58,1.0784764621246223,2.4429315178213784,1.364455055696756
2016-06-30,240.222,25.62,1.0792865347959424,2.603123748498204,1.5238372137022616
2016-07-31,240.101,25.69,0.8683633430518256,2.7189124350259775,1.8505490919741518
2016-08-31,240.545,25.71,1.0553158595656864,2.471104025508164,1.4157881659424776
2016-09-30,241.176,25.77,1.5486446201652182,2.628434886499398,1.0797902663341796
2016-10-31,241.741,25.9,1.685924966243646,2.777777777777768,1.091852811534122
2016-11-30,242.026,25.9,1.6843334719788938,2.5742574257425765,0.8899239537636827
2016-12-31,242.637,25.93,2.0507989115119862,2.6930693069306955,0.6422703954187092
2017-01-31,243.618,26.0,2.5103933482571117,2.4832479306267308,-0.02714541763038092
2017-02-28,244.006,26.07,2.8103616813294208,2.7186761229314405,-0.09168555839798032
2017-03-31,243.892,26.11,2.44119623655914,2.59332023575638,0.15212399919724007
2017-04-30,244.193,26.17,2.176223471915395,2.5068546807677228,0.3306312088523278
2017-05-31,244.004,26.21,1.8563431667619756,2.4628616106333157,0.60651844387134
2017-06-30,244.163,26.26,1.640565809959127,2.4980483996877467,0.8574825897286198
2017-07-31,244.243,26.35,1.7251073506566073,2.5690930323083006,0.8439856816516933
2017-08-31,245.183,26.37,1.92812155729698,2.5670945157526326,0.6389729584556525
2017-09-30,246.435,26.49,2.1805652303711787,2.7939464493597077,0.613381218988529
2017-10-31,246.626,26.5,2.020757753132485,2.316602316602312,0.295844563469827
2017-11-30,247.284,26.54,2.172493864295566,2.471042471042484,0.29854860674691786
2017-12-31,247.805,26.63,2.129930719552253,2.699575780948704,0.569645061396451
2018-01-31,248.859,26.72,2.151318868063945,2.7692307692307683,0.6179119011668233
2018-02-28,249.529,26.74,2.263468931091861,2.5700038358266175,0.30653490473475653
2018-03-31,249.577,26.85,2.3309497646499366,2.834163155878988,0.5032133912290515
2018-04-30,250.227,26.91,2.4709963021052994,2.8276652655712553,0.3566689634659559
2018-05-31,250.792,26.98,2.781921607842497,2.9378099961846704,0.15588838834217356
2018-06-30,251.018,27.03,2.8075506935940187,2.9322162985529365,0.12466560495891787
2018-07-31,251.214,27.1,2.854124785561929,2.8462998102466885,-0.007824975315240401
2018-08-31,251.663,27.21,2.6429238568742575,3.1854379977246827,0.5425141408504253
2018-09-30,252.182,27.32,2.332055105808828,3.133257833144598,0.8012027273357702
2018-10-31,252.772,27.37,2.492032470218053,3.2830188679245254,0.7909863977064724
2018-11-30,252.594,27.44,2.147328577667773,3.3911077618688834,1.2437791842011103
2018-12-31,252.767,27.56,2.0023809043401064,3.4923019151333,1.4899210107931937
2019-01-31,252.561,27.59,1.4875893578291333,3.2559880239521055,1.7683986661229723
2019-02-28,253.319,27.69,1.5188615351321877,3.552729992520587,2.033868457388399
2019-03-31,254.277,27.77,1.8831863513063984,3.426443202979512,1.5432568516731138
2019-04-30,255.233,27.79,2.000583470209061,3.270159791898908,1.269576321689847
2019-05-31,255.296,27.88,1.7959105553606136,3.335804299481082,1.5398937441204685
2019-06-30,255.213,27.96,1.671194894390049,3.440621531631516,1.7694266372414669
2019-07-31,255.802,28.03,1.826331335037068,3.4317343173431825,1.6054029823061144
2019-08-31,256.036,28.14,1.7376412106666406,3.4178610804851184,1.6802198698184778
2019-09-30,256.43,28.16,1.6844977040391562,3.0746705710102518,1.3901728669710955
2019-10-31,257.155,28.23,1.7339736996186295,3.142126415783708,1.4081527161650786
2019-11-30,257.879,28.34,2.092290394862917,3.279883381924198,1.1875929870612811
2019-12-31,258.63,28.38,2.3195274699624457,2.9753265602322276,0.6557990902697819
2020-01-31,259.127,28.43,2.599767976845202,3.0445813700616053,0.44481339321640334
2020-02-29,259.25,28.54,2.3413166797595197,3.069700252798846,0.7283835730393262
2020-03-31,258.076,28.74,1.4940399642909163,3.49297803384947,1.9989380695585535
2020-04-30,256.032,30.04,0.3130472940411133,8.096437567470316,7.783390273429203
2020-05-31,255.802,29.72,0.1982013035848551,6.599713055954082,6.401511752369227
2020-06-30,257.042,29.38,0.7166562831830481,5.078683834048636,4.362027550865588
2020-07-31,258.352,29.39,0.9968647625897997,4.851944345344261,3.8550795827544615
2020-08-31,259.316,29.5,1.2810698495523853,4.832977967306329,3.5519081177539436
2020-09-30,259.997,29.51,1.3910228912373812,4.794034090909105,3.403011199671724
2020-10-31,260.319,29.55,1.2303863428671624,4.675876726886297,3.445490384019134
2020-11-30,260.911,29.64,1.1757452138405844,4.587155963302747,3.4114107494621626
2020-12-31,262.045,29.91,1.3204191315779434,5.391120507399583,4.070701375821639
2021-01-31,262.639,29.92,1.3553199782346148,5.240942666197679,3.885622687963064
2021-02-28,263.573,30.07,1.667502410800381,5.3608969866853595,3.6933945758849784
2021-03-31,264.847,30.04,2.623645747764214,4.523312456506612,1.899666708742398
2021-04-30,266.625,30.23,4.137373453318349,0.6324900133155786,-3.5048834400027706
2021-05-31,268.404,30.41,4.9264665639830785,2.3216689098250365,-2.604797654158042
2021-06-30,270.71,30.55,5.317418943207719,3.9823008849557473,-1.3351180582519717
2021-07-31,271.965,30.66,5.269167647240969,4.321197686287848,-0.9479699609531211
2021-08-31,272.752,30.79,5.181323173271246,4.37288135593219,-0.8084418173390562
2021-09-30,273.942,30.96,5.363523425270289,4.91358861402913,-0.4499348112411594
2021-10-31,276.528,31.15,6.226591220771449,5.414551607444995,-0.812039613326454
2021-11-30,278.824,31.25,6.865559520296194,5.4318488529014886,-1.4337106673947053
2021-12-31,280.806,31.41,7.159457345112474,5.015045135406226,-2.144412209706248
2022-01-31,282.542,31.62,7.578082463000535,5.681818181818188,-1.8962642811823471
2022-02-28,284.525,31.66,7.949220898953979,5.287662121715986,-2.6615587772379934
2022-03-31,287.467,31.82,8.540780148538584,5.925432756324911,-2.615347392213673
2022-04-30,288.582,31.96,8.235161744022502,5.72279192854781,-2.512369815474692
2022-05-31,291.299,32.1,8.530051713089225,5.557382439986847,-2.9726692731023787
2022-06-30,295.072,32.2,8.999298141923106,5.400981996726695,-3.598316145196411
2022-07-31,294.94,32.35,8.447778206754553,5.512067840834978,-2.935710365919575
2022-08-31,295.162,32.44,8.216255059541266,5.358882754140959,-2.8573723054003075
2022-09-30,296.421,32.55,8.205751582451759,5.135658914728669,-3.07009266772309
2022-10-31,297.979,32.7,7.757261470809462,4.975922953451062,-2.7813385173584004
2022-11-30,298.708,32.84,7.131380368978291,5.088000000000004,-2.043380368978287
2022-12-31,298.808,32.96,6.410831677385809,4.9347341610952,-1.4760975162906087
2023-01-31,300.456,33.05,6.340296309929161,4.522454142947496,-1.8178421669816647
2023-02-28,301.476,33.16,5.957648712766894,4.737839545167399,-1.2198091675994949
2023-03-31,301.643,33.28,4.931348641757127,4.588309239472044,-0.34303940228508356
2023-04-30,302.858,33.42,4.946947488062325,4.568210262828543,-0.37873722523378284
2023-05-31,303.316,33.52,4.125314539356473,4.423676012461075,0.2983614731046025
2023-06-30,304.099,33.69,3.0592533347792994,4.627329192546559,1.5680758577672593
2023-07-31,304.615,33.84,3.28032820234625,4.605873261205562,1.325545058859312
2023-08-31,306.138,33.89,3.7186358677607556,4.469790382244154,0.7511545144833986
2023-09-30,307.374,33.99,3.6950823322234427,4.423963133640574,0.7288808014171311
2023-10-31,307.653,34.07,3.2465375076767167,4.189602446483165,0.9430649388064483
2023-11-30,308.087,34.19,3.139855644977696,4.110840438489638,0.970984793511942
2023-12-31,308.735,34.31,3.322200208829762,4.095873786407767,0.7736735775780046
2024-01-31,309.794,34.47,3.1079425939238847,4.296520423600603,1.188577829676718
2024-02-29,311.022,34.54,3.16642120765831,4.161640530759958,0.9952193231016482
2024-03-31,312.107,34.67,3.4690014354717524,4.176682692307687,0.7076812568359347
2024-04-30,313.016,34.75,3.3540471111874304,3.979652902453612,0.6256057912661817
2024-05-31,313.14,34.89,3.238866396761142,4.0871121718377035,0.8482457750765615
2024-06-30,313.131,35.0,2.9700853998204435,3.8883941822499324,0.9183087824294889
2024-07-31,313.566,35.07,2.9384633061405374,3.634751773049638,0.6962884669091007
2024-08-31,314.131,35.23,2.6109140322338353,3.9539687223369535,1.3430546901031182
2024-09-30,314.851,35.33,2.432541464144644,3.94233598117093,1.509794517026286
2024-10-31,315.564,35.48,2.5714034967967203,4.1385383034928,1.56713480669608
2024-11-30,316.449,35.61,2.7141684004842848,4.153261187481716,1.4390927869974313
2024-12-31,317.603,35.68,2.872366268806581,3.9930049548236646,1.1206386860170836
2025-01-31,319.086,35.83,2.999412512831112,3.9454598201334568,0.9460473073023445
2025-02-28,319.775,35.91,2.8142703731568686,3.9664157498552344,1.1521453766983658
2025-03-31,319.615,36.0,2.4055852640280317,3.8361695990769995,1.4305843350489678
